employee_id,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki
EMP100370,38,23,DS,Dominant-Steadiness,ISTP,83.0,25.0,5
EMP100371,24,73,CS,Conscientious-Steadiness,ESFJ,137.0,15.0,8
EMP100372,46,53,IS,Influencer-Steadiness,,128.0,28.0,5
EMP100373,64,31,DI,Dominant-Influencer,ENTJ,136.0,32.0,10
EMP100374,34,86,DI,Dominant-Influencer,ENFJ,,32.0,7
EMP100375,27,90,DS,Dominant-Steadiness,INTP,100.0,17.0,10
EMP100376,79,85,IC,Influencer-Conscientious,ENFJ,,,9
EMP100377,29,97,CI,Conscientious-Influencer,INFP,94.0,31.0,6
EMP100378,80,47,DC,Dominant-Conscientious,ISTP,119.0,40.0,9
EMP100379,55,56,SD,Steadiness-Dominant,ENTJ,,,9
EMP100380,99,47,,Conscientious-Dominant,INFP,,,5
EMP100381,70,71,DC,Dominant-Conscientious,ISTP,107.0,19.0,1
EMP100382,50,96,DS,Dominant-Steadiness,ESTP,,,1
EMP100383,39,100,SC,Steadiness-Conscientious,ESTJ,98.0,19.0,2
EMP100384,26,44,,Dominant-Conscientious,enfp,122.0,24.0,1
EMP100385,86,22,CI,Conscientious-Influencer,ISFP,113.0,18.0,2
EMP100386,64,88,SC,Steadiness-Conscientious,ISFJ,140.0,34.0,6
EMP100387,59,29,,Steadiness-Conscientious,ENFJ,,27.0,5
EMP100388,22,51,SD,Steadiness-Dominant,ISFP,140.0,27.0,2
EMP100389,83,30,SI,Steadiness-Influencer,INTP,,43.0,2
EMP100390,38,37,DC,Dominant-Conscientious,ENFJ,125.0,31.0,4
EMP100391,80,85,IS,Influencer-Steadiness,INFJ,131.0,38.0,9
EMP100392,94,57,SI,Steadiness-Influencer,,110.0,18.0,7
EMP100393,26,92,ID,Influencer-Dominant,ESFJ,120.0,28.0,10
EMP100394,61,85,CD,Conscientious-Dominant,ISTP,131.0,27.0,4
EMP100395,60,72,SC,Steadiness-Conscientious,ESFJ,139.0,35.0,1
EMP100396,88,23,DC,Dominant-Conscientious,ESTJ,138.0,32.0,1
EMP100397,67,44,DI,Dominant-Influencer,ISTP,,16.0,7
EMP100398,51,50,ID,Influencer-Dominant,ESFP,138.0,20.0,1
EMP100399,89,43,,Dominant-Conscientious,ISTJ,128.0,24.0,3
EMP100400,96,80,ID,Influencer-Dominant,ENFP,96.0,23.0,9
EMP100401,78,22,DC,Dominant-Conscientious,ISFP,,,4
EMP100402,90,94,ID,Influencer-Dominant,INFP,83.0,33.0,5
EMP100403,44,85,IC,Influencer-Conscientious,ENFJ,104.0,32.0,2
EMP100404,93,54,ID,Influencer-Dominant,ESFJ,94.0,21.0,2
EMP100405,49,63,,Conscientious-Influencer,ISTP,127.0,34.0,4
EMP100406,71,97,DC,Dominant-Conscientious,INTP,85.0,25.0,6
EMP100407,68,83,DC,Dominant-Conscientious,ESTJ,116.0,19.0,7
EMP100408,30,45,CD,Conscientious-Dominant,ESFP,80.0,26.0,4
EMP100409,62,64,SD,Steadiness-Dominant,ISFJ,125.0,24.0,10
EMP100410,28,40,DS,Dominant-Steadiness,ISTJ,,28.0,10
EMP100411,57,87,SC,Steadiness-Conscientious,INTP,115.0,30.0,6
EMP100412,58,50,DS,Dominant-Steadiness,ENFJ,130.0,36.0,8
EMP100413,23,87,,Conscientious-Influencer,ISTP,86.0,31.0,6
EMP100414,58,99,DC,Dominant-Conscientious,ESFP,104.0,26.0,10
EMP100415,86,96,DS,Dominant-Steadiness,ENTJ,86.0,19.0,8
EMP100416,45,94,CS,Conscientious-Steadiness,ESFJ,139.0,24.0,2
EMP100417,73,24,DI,Dominant-Influencer,INTJ,,,1
EMP100418,79,97,IS,Influencer-Steadiness,ISFP,,,9
EMP100419,73,87,DC,Dominant-Conscientious,ISFJ,,,7
EMP100420,82,98,SD,Steadiness-Dominant,,80.0,29.0,7
EMP100421,88,60,CI,Conscientious-Influencer,INTJ,85.0,22.0,1
EMP100422,22,83,IC,Influencer-Conscientious,,103.0,28.0,8
EMP100423,20,42,,Influencer-Steadiness,ENFJ,,,8
EMP100424,91,81,DI,Dominant-Influencer,ISFJ,94.0,29.0,8
EMP100425,40,46,DC,Dominant-Conscientious,ISFJ,83.0,28.0,8
EMP100426,64,64,DI,Dominant-Influencer,ENTJ,,,2
EMP100427,69,21,ID,Influencer-Dominant,ENFJ,,32.0,7
EMP100428,20,74,DC,Dominant-Conscientious,ESFP,,,9
EMP100429,59,95,SD,Steadiness-Dominant,INTP,132.0,28.0,8
EMP100430,93,30,CI,Conscientious-Influencer,,97.0,25.0,5
EMP100431,68,63,DI,Dominant-Influencer,,140.0,24.0,4
EMP100432,73,20,DI,Dominant-Influencer,ESTP,,,10
EMP100433,63,41,DC,Dominant-Conscientious,,91.0,28.0,10
EMP100434,46,70,CD,Conscientious-Dominant,INFP,137.0,33.0,7
EMP100435,64,20,SD,Steadiness-Dominant,INFJ,121.0,21.0,5
EMP100436,75,67,ID,Influencer-Dominant,,97.0,21.0,3
EMP100437,76,91,,Dominant-Steadiness,ISTP,,,10
EMP100438,60,65,ID,Influencer-Dominant,ESFJ,90.0,38.0,7
EMP100439,29,88,IC,Influencer-Conscientious,ESFJ,83.0,30.0,3
EMP100440,53,75,SD,Steadiness-Dominant,ESFJ,119.0,40.0,3
EMP100441,91,84,SC,Steadiness-Conscientious,INTP,118.0,34.0,6
EMP100442,91,29,IC,Influencer-Conscientious,ENTJ,138.0,35.0,7
EMP100443,45,79,CI,Conscientious-Influencer,ESFJ,117.0,26.0,9
EMP100444,50,50,DC,Dominant-Conscientious,INFJ,114.0,19.0,2
EMP100445,97,55,IS,Influencer-Steadiness,ENTJ,97.0,18.0,3
EMP100446,93,77,IC,Influencer-Conscientious,ENTJ,112.0,32.0,6
EMP100447,48,97,ID,Influencer-Dominant,INFP,81.0,33.0,5
EMP100448,42,23,ID,Influencer-Dominant,ISTP,,,10
EMP100449,58,75,,Conscientious-Influencer,ESFP,109.0,32.0,10
EMP100450,46,99,DI,Dominant-Influencer,INTJ,134.0,28.0,10
EMP100451,95,87,CD,Conscientious-Dominant,ESFP,85.0,24.0,3
EMP100452,57,27,DC,Dominant-Conscientious,INFJ,118.0,26.0,8
EMP100453,92,83,CI,Conscientious-Influencer,INTJ,112.0,18.0,4
EMP100454,49,39,DI,Dominant-Influencer,ISTP,132.0,20.0,1
EMP100455,96,51,CS,Conscientious-Steadiness,inftj,,,10
EMP100456,65,88,IS,Influencer-Steadiness,ESTJ,,,9
EMP100457,41,95,SD,Steadiness-Dominant,ISTJ,117.0,26.0,2
EMP100458,27,89,IC,Influencer-Conscientious,ESFP,114.0,23.0,7
EMP100459,29,28,,Influencer-Conscientious,ESFJ,85.0,22.0,8
EMP100460,49,23,SI,Steadiness-Influencer,ISTJ,89.0,29.0,4
EMP100461,74,88,CS,Conscientious-Steadiness,,87.0,35.0,4
EMP100462,81,54,CD,Conscientious-Dominant,ENTP,85.0,23.0,4
EMP100463,62,95,DI,Dominant-Influencer,ISFJ,123.0,35.0,7
EMP100464,57,22,SD,Steadiness-Dominant,ESTJ,132.0,38.0,4
EMP100465,56,70,CS,Conscientious-Steadiness,ISTJ,119.0,28.0,4
EMP100466,91,93,DS,Dominant-Steadiness,ISTP,95.0,35.0,5
EMP100467,81,63,DS,Dominant-Steadiness,ISFJ,115.0,23.0,8
EMP100468,75,98,,Steadiness-Influencer,ISTP,,12.0,10
EMP100469,34,89,DS,Dominant-Steadiness,INTJ,82.0,36.0,9
EMP100470,72,57,SI,Steadiness-Influencer,ESTJ,,,10
EMP100471,58,84,DC,Dominant-Conscientious,INTJ,123.0,36.0,4
EMP100472,77,61,,Dominant-Steadiness,ISTP,,,8
EMP100473,71,92,DS,Dominant-Steadiness,ESFJ,132.0,22.0,1
EMP100474,53,100,CD,Conscientious-Dominant,ESFP,103.0,27.0,7
EMP100475,76,69,SD,Steadiness-Dominant,INTP,94.0,26.0,6
EMP100476,92,26,DS,Dominant-Steadiness,ENTJ,105.0,28.0,4
EMP100477,98,88,SD,Steadiness-Dominant,ENFJ,,20.0,7
EMP100478,28,100,DI,Dominant-Influencer,,89.0,24.0,10
EMP100479,27,72,CI,Conscientious-Influencer,ENTJ,115.0,25.0,7
EMP100480,73,97,DI,Dominant-Influencer,ENFP,,,10
EMP100481,21,21,DC,Dominant-Conscientious,ENFP,100.0,29.0,9
EMP100482,50,75,,Dominant-Influencer,ENTP,120.0,14.0,4
EMP100483,42,37,DI,Dominant-Influencer,ESFJ,,,5
EMP100484,99,46,SD,Steadiness-Dominant,ENTP,,,7
EMP100485,60,72,CI,Conscientious-Influencer,ENTJ,111.0,18.0,5
EMP100486,88,78,SC,Steadiness-Conscientious,ESFJ,110.0,28.0,8
EMP100487,73,47,ID,Influencer-Dominant,ENTP,106.0,25.0,2
EMP100488,95,95,DI,Dominant-Influencer,ENTJ,126.0,44.0,10
EMP100489,57,36,DS,Dominant-Steadiness,ISTP,124.0,21.0,2
EMP100490,33,61,CI,Conscientious-Influencer,ESFJ,80.0,31.0,4
EMP100491,92,76,ID,Influencer-Dominant,ENFP,89.0,26.0,8
EMP100492,41,55,DC,Dominant-Conscientious,ISTJ,90.0,31.0,9
EMP100493,71,81,CD,Conscientious-Dominant,ESFJ,112.0,25.0,2
EMP100494,41,44,IS,Influencer-Steadiness,INTJ,95.0,24.0,6
EMP100495,29,32,DI,Dominant-Influencer,ISTP,81.0,27.0,8
EMP100496,43,81,SI,Steadiness-Influencer,ISTP,,,4
EMP100497,67,23,,Steadiness-Conscientious,INTP,87.0,31.0,5
EMP100498,65,99,IS,Influencer-Steadiness,ENTJ,80.0,41.0,9
EMP100499,27,24,CS,Conscientious-Steadiness,ISFJ,,,7
EMP100500,71,39,DC,Dominant-Conscientious,ENFP,117.0,27.0,3
EMP100501,34,54,CD,Conscientious-Dominant,enfp,122.0,25.0,9
EMP100502,55,68,CD,Conscientious-Dominant,ESTJ,81.0,13.0,2
EMP100503,32,78,CS,Conscientious-Steadiness,INTP,86.0,40.0,4
EMP100504,23,21,CD,Conscientious-Dominant,ENTJ,113.0,23.0,6
EMP100505,89,78,CD,Conscientious-Dominant,ENTJ,98.0,32.0,5
EMP100506,93,89,DC,Dominant-Conscientious,INTJ,102.0,20.0,8
EMP100507,68,65,DS,Dominant-Steadiness,INFJ,81.0,32.0,10
EMP100508,89,20,DI,Dominant-Influencer,ENTJ,107.0,26.0,5
EMP100509,81,55,,Steadiness-Conscientious,ISFP,85.0,22.0,1
EMP100510,35,66,CD,Conscientious-Dominant,INTP,82.0,23.0,6
EMP100511,59,93,SD,Steadiness-Dominant,,135.0,31.0,8
EMP100512,31,72,SC,Steadiness-Conscientious,ISFJ,101.0,19.0,6
EMP100513,26,33,DC,Dominant-Conscientious,ENTP,109.0,29.0,9
EMP100514,43,85,ID,Influencer-Dominant,,91.0,28.0,9
EMP100515,74,81,CS,Conscientious-Steadiness,INFJ,82.0,24.0,8
EMP100516,83,34,DI,Dominant-Influencer,ESTP,100.0,14.0,5
EMP100517,56,48,IC,Influencer-Conscientious,ISTP,,,3
EMP100518,71,78,SI,Steadiness-Influencer,ENTJ,92.0,31.0,3
EMP100519,34,53,CI,Conscientious-Influencer,,131.0,27.0,6
EMP100520,95,44,SI,Steadiness-Influencer,ENFJ,86.0,28.0,5
EMP100521,60,62,SI,Steadiness-Influencer,ESFP,100.0,34.0,7
EMP100522,70,71,CI,Conscientious-Influencer,INFJ,,,8
EMP100523,86,23,SC,Steadiness-Conscientious,INTP,134.0,25.0,2
EMP100524,73,84,CI,Conscientious-Influencer,,94.0,25.0,2
EMP100525,99,79,DI,Dominant-Influencer,ESFJ,105.0,28.0,1
EMP100526,27,31,DS,Dominant-Steadiness,INTP,96.0,29.0,8
EMP100527,77,58,SD,Steadiness-Dominant,ISTP,133.0,35.0,4
EMP100528,29,20,SC,Steadiness-Conscientious,INTJ,85.0,37.0,1
EMP100529,52,33,ID,Influencer-Dominant,ENTJ,108.0,24.0,3
EMP100530,81,64,ID,Influencer-Dominant,INTJ,,,4
EMP100531,31,87,SD,Steadiness-Dominant,ISTP,,27.0,5
EMP100532,61,53,CI,Conscientious-Influencer,ISFJ,,25.0,10
EMP100533,52,31,SI,Steadiness-Influencer,INFJ,,,8
EMP100534,54,79,SC,Steadiness-Conscientious,ESFJ,103.0,17.0,4
EMP100535,34,81,CI,Conscientious-Influencer,ISFJ,132.0,27.0,9
EMP100536,23,60,SC,Steadiness-Conscientious,ISFP,121.0,19.0,9
EMP100537,36,62,,Conscientious-Steadiness,ISFP,100.0,25.0,1
EMP100538,33,77,SI,Steadiness-Influencer,,126.0,33.0,2
EMP100539,22,96,CI,Conscientious-Influencer,ESFJ,94.0,40.0,6
EMP100540,43,44,DS,Dominant-Steadiness,ENTP,106.0,26.0,1
EMP100541,87,67,DI,Dominant-Influencer,ENFJ,115.0,22.0,6
EMP100542,97,76,DS,Dominant-Steadiness,ENTP,131.0,26.0,7
EMP100543,39,74,IS,Influencer-Steadiness,,85.0,41.0,5
EMP100544,87,25,DI,Dominant-Influencer,INTP,,,8
EMP100545,71,77,IC,Influencer-Conscientious,ESTJ,,,10
EMP100546,31,62,ID,Influencer-Dominant,ESTP,136.0,23.0,6
EMP100547,84,57,CI,Conscientious-Influencer,ISFJ,134.0,27.0,9
EMP100548,74,68,IS,Influencer-Steadiness,ESTP,,,8
EMP100549,78,64,IC,Influencer-Conscientious,INTP,,,8
EMP100550,72,69,IC,Influencer-Conscientious,ENFJ,109.0,20.0,5
EMP100551,38,35,SD,Steadiness-Dominant,INTJ,109.0,35.0,1
EMP100552,88,23,SI,Steadiness-Influencer,ENTJ,137.0,27.0,1
EMP100553,24,94,CI,Conscientious-Influencer,ENTP,107.0,29.0,3
EMP100554,39,93,SC,Steadiness-Conscientious,ENFJ,,,2
EMP100555,89,68,IS,Influencer-Steadiness,ENFP,99.0,25.0,5
EMP100556,81,37,CD,Conscientious-Dominant,ENTJ,107.0,30.0,2
EMP100557,71,49,CD,Conscientious-Dominant,ESTJ,102.0,28.0,1
EMP100558,36,20,CS,Conscientious-Steadiness,ISTJ,,29.0,10
EMP100559,79,88,CI,Conscientious-Influencer,ISFP,133.0,22.0,10
EMP100560,46,55,IC,Influencer-Conscientious,ENTP,137.0,16.0,7
EMP100561,68,92,SC,Steadiness-Conscientious,ESFP,82.0,29.0,7
EMP100562,67,42,DC,Dominant-Conscientious,ENTP,89.0,26.0,1
EMP100563,42,70,DC,Dominant-Conscientious,,105.0,33.0,1
EMP100564,41,78,,Influencer-Dominant,INFP,104.0,16.0,6
EMP100565,41,85,SI,Steadiness-Influencer,INTP,119.0,29.0,10
EMP100566,63,53,SC,Steadiness-Conscientious,ENFJ,,,4
EMP100567,81,55,CD,Conscientious-Dominant,ESFP,87.0,22.0,6
EMP100568,71,89,,Steadiness-Influencer,ENTJ,96.0,24.0,1
EMP100569,54,57,IS,Influencer-Steadiness,ISFJ,85.0,34.0,10
EMP100570,51,70,IS,Influencer-Steadiness,ENFJ,,,9
EMP100571,98,40,DS,Dominant-Steadiness,ESFP,139.0,39.0,10
EMP100572,60,65,CS,Conscientious-Steadiness,INFP,135.0,18.0,3
EMP100573,45,84,SD,Steadiness-Dominant,ESTP,135.0,22.0,1
EMP100574,27,59,IS,Influencer-Steadiness,INFP,116.0,33.0,4
EMP100575,68,81,,Steadiness-Conscientious,INFP,108.0,31.0,1
EMP100576,34,40,DS,Dominant-Steadiness,ENFP,99.0,37.0,6
EMP100577,34,25,SD,Steadiness-Dominant,ENFP,,30.0,6
EMP100578,72,63,DC,Dominant-Conscientious,ENTJ,136.0,26.0,1
EMP100579,43,48,ID,Influencer-Dominant,INFJ,130.0,29.0,8
EMP100580,24,64,SD,Steadiness-Dominant,INFJ,97.0,37.0,8
EMP100581,34,22,DI,Dominant-Influencer,ENTP,104.0,21.0,1
EMP100582,78,72,DC,Dominant-Conscientious,INFP,104.0,34.0,1
EMP100583,87,27,DC,Dominant-Conscientious,,115.0,19.0,9
EMP100584,63,34,,Dominant-Steadiness,ESFJ,119.0,33.0,1
EMP100585,51,22,ID,Influencer-Dominant,INTJ,113.0,29.0,1
EMP100586,43,23,IS,Influencer-Steadiness,ENFJ,111.0,20.0,7
EMP100587,66,95,ID,Influencer-Dominant,ENFP,113.0,25.0,2
EMP100588,33,36,SC,Steadiness-Conscientious,ENTJ,102.0,33.0,10
EMP100589,36,21,SD,Steadiness-Dominant,ENFP,,,9
EMP100590,49,39,ID,Influencer-Dominant,INTJ,,,5
EMP100591,46,39,SI,Steadiness-Influencer,ENFJ,86.0,28.0,4
EMP100592,91,38,DI,Dominant-Influencer,ENTP,,,9
EMP100593,68,23,ID,Influencer-Dominant,ISFP,139.0,28.0,7
EMP100594,23,31,DI,Dominant-Influencer,ESFP,134.0,41.0,10
EMP100595,70,70,SI,Steadiness-Influencer,ESTJ,,,2
EMP100596,21,36,,Conscientious-Influencer,,,,9
EMP100597,86,81,IS,Influencer-Steadiness,INTJ,97.0,27.0,1
EMP100598,53,94,,Conscientious-Influencer,,124.0,24.0,2
EMP100599,49,86,CD,Conscientious-Dominant,INFP,81.0,23.0,5
EMP100600,46,56,SI,Steadiness-Influencer,ISTJ,137.0,18.0,7
EMP100601,52,37,CD,Conscientious-Dominant,ISFP,123.0,23.0,1
EMP100602,29,66,DS,Dominant-Steadiness,ESTP,,33.0,6
EMP100603,70,59,CS,Conscientious-Steadiness,ISTJ,107.0,22.0,5
EMP100604,94,61,CS,Conscientious-Steadiness,ISTP,,,6
EMP100605,89,90,ID,Influencer-Dominant,ISTP,,,4
EMP100606,51,97,CD,Conscientious-Dominant,ENFJ,97.0,28.0,4
EMP100607,66,44,,Influencer-Steadiness,ENTP,82.0,26.0,2
EMP100608,31,31,DS,Dominant-Steadiness,ENTJ,,19.0,8
EMP100609,25,39,,Steadiness-Influencer,ENFP,114.0,26.0,8
EMP100610,47,70,ID,Influencer-Dominant,ISFJ,94.0,28.0,3
EMP100611,42,100,IC,Influencer-Conscientious,,114.0,26.0,10
EMP100612,38,85,CI,Conscientious-Influencer,ESFP,115.0,12.0,5
EMP100613,41,82,IC,Influencer-Conscientious,ESTP,114.0,20.0,4
EMP100614,40,39,,Influencer-Conscientious,ESFP,133.0,28.0,10
EMP100615,79,50,SI,Steadiness-Influencer,ISTP,139.0,29.0,10
EMP100616,86,92,SI,Steadiness-Influencer,ESTP,88.0,30.0,8
EMP100617,22,78,DC,Dominant-Conscientious,ENFJ,104.0,29.0,2
EMP100618,95,72,,Dominant-Influencer,ISTJ,140.0,34.0,1
EMP100619,33,93,SC,Steadiness-Conscientious,ISTJ,114.0,21.0,10
EMP100620,83,62,CI,Conscientious-Influencer,ENTP,119.0,38.0,2
EMP100621,38,47,CS,Conscientious-Steadiness,ENFP,87.0,23.0,9
EMP100622,71,65,,Dominant-Influencer,ENTP,90.0,24.0,5
EMP100623,52,60,SC,Steadiness-Conscientious,ENTJ,82.0,32.0,6
EMP100624,46,89,CI,Conscientious-Influencer,ENTJ,95.0,33.0,3
EMP100625,81,53,DI,Dominant-Influencer,ENTJ,132.0,30.0,9
EMP100626,54,28,DI,Dominant-Influencer,ISFJ,81.0,32.0,8
EMP100627,96,72,SC,Steadiness-Conscientious,INTP,106.0,26.0,9
EMP100628,86,33,SC,Steadiness-Conscientious,ESTJ,84.0,31.0,7
EMP100629,28,33,CS,Conscientious-Steadiness,ISFP,124.0,32.0,1
EMP100630,60,96,CS,Conscientious-Steadiness,ENTP,,,5
EMP100631,90,26,,Steadiness-Conscientious,ENTP,119.0,26.0,9
EMP100632,62,69,DS,Dominant-Steadiness,ESFJ,,,3
EMP100633,83,92,DC,Dominant-Conscientious,INTP,110.0,20.0,9
EMP100634,52,71,CD,Conscientious-Dominant,ENTP,117.0,28.0,5
EMP100635,64,62,SD,Steadiness-Dominant,INTP,133.0,17.0,1
EMP100636,24,49,IS,Influencer-Steadiness,ENFJ,80.0,34.0,3
EMP100637,31,26,SI,Steadiness-Influencer,ISTP,105.0,22.0,10
EMP100638,47,47,ID,Influencer-Dominant,ISFP,,,1
EMP100639,94,52,DC,Dominant-Conscientious,INFP,138.0,27.0,1
EMP100640,80,47,DI,Dominant-Influencer,ESTJ,135.0,23.0,8
EMP100641,37,100,IS,Influencer-Steadiness,enfp,,,10
EMP100642,31,67,SC,Steadiness-Conscientious,ENFJ,106.0,39.0,5
EMP100643,87,45,ID,Influencer-Dominant,ISFJ,135.0,18.0,1
EMP100644,49,87,DI,Dominant-Influencer,ESFJ,98.0,36.0,7
EMP100645,37,66,SI,Steadiness-Influencer,ISFP,82.0,37.0,1
EMP100646,67,29,DC,Dominant-Conscientious,INFJ,126.0,37.0,10
EMP100647,69,93,CD,Conscientious-Dominant,ISTJ,117.0,17.0,3
EMP100648,88,44,,Steadiness-Influencer,,,,6
EMP100649,24,80,ID,Influencer-Dominant,ISFJ,99.0,26.0,7
EMP100650,85,79,DI,Dominant-Influencer,ESTP,,,6
EMP100651,56,79,SC,Steadiness-Conscientious,ESTP,117.0,28.0,10
EMP100652,60,64,DS,Dominant-Steadiness,INTJ,122.0,22.0,2
EMP100653,58,72,DS,Dominant-Steadiness,ISTJ,111.0,26.0,2
EMP100654,44,28,CD,Conscientious-Dominant,ESTP,,15.0,1
EMP100655,53,69,,Dominant-Conscientious,ENFJ,,,9
EMP100656,76,61,IS,Influencer-Steadiness,INFJ,96.0,22.0,6
EMP100657,54,66,IS,Influencer-Steadiness,ISFJ,84.0,27.0,7
EMP100658,45,84,SD,Steadiness-Dominant,ESFP,109.0,28.0,5
EMP100659,34,74,IC,Influencer-Conscientious,ISFJ,133.0,33.0,10
EMP100660,58,37,ID,Influencer-Dominant,ENFP,126.0,35.0,9
EMP100661,57,26,DC,Dominant-Conscientious,INFP,103.0,20.0,6
EMP100662,87,93,CI,Conscientious-Influencer,ENTP,119.0,33.0,6
EMP100663,23,52,IS,Influencer-Steadiness,ENTJ,123.0,32.0,8
EMP100664,59,24,SD,Steadiness-Dominant,ENFP,101.0,34.0,2
EMP100665,41,55,DS,Dominant-Steadiness,ESFP,102.0,30.0,8
EMP100666,48,26,SI,Steadiness-Influencer,ENFJ,118.0,24.0,4
EMP100667,83,50,IS,Influencer-Steadiness,ISTJ,93.0,19.0,3
EMP100668,43,23,SD,Steadiness-Dominant,ENTP,137.0,23.0,1
EMP100669,79,60,DI,Dominant-Influencer,ESFP,96.0,35.0,5
EMP100670,34,98,,Steadiness-Dominant,ISTP,,,5
EMP100671,54,91,CI,Conscientious-Influencer,ISTJ,111.0,29.0,3
EMP100672,89,61,CI,Conscientious-Influencer,ISFJ,114.0,31.0,9
EMP100673,50,37,SD,Steadiness-Dominant,INTJ,107.0,22.0,6
EMP100674,54,91,CI,Conscientious-Influencer,INTJ,,26.0,3
EMP100675,44,93,SC,Steadiness-Conscientious,ESTJ,134.0,25.0,4
EMP100676,73,95,SD,Steadiness-Dominant,ISFP,81.0,32.0,6
EMP100677,72,84,CD,Conscientious-Dominant,ISFJ,135.0,32.0,4
EMP100678,35,62,DC,Dominant-Conscientious,ENTP,,,9
EMP100679,62,86,CS,Conscientious-Steadiness,ENTJ,,31.0,9
EMP100680,82,99,SI,Steadiness-Influencer,ESTJ,106.0,28.0,2
EMP100681,41,28,ID,Influencer-Dominant,ISFJ,96.0,23.0,8
EMP100682,70,89,CS,Conscientious-Steadiness,ESTP,,27.0,3
EMP100683,88,45,CS,Conscientious-Steadiness,ESTJ,128.0,28.0,10
EMP100684,92,20,ID,Influencer-Dominant,ENTP,,,7
EMP100685,57,59,SC,Steadiness-Conscientious,,,,4
EMP100686,60,50,DC,Dominant-Conscientious,ESTJ,92.0,22.0,1
EMP100687,82,58,SC,Steadiness-Conscientious,ISFP,92.0,25.0,5
EMP100688,61,82,SD,Steadiness-Dominant,ESTJ,131.0,41.0,7
EMP100689,23,74,CD,Conscientious-Dominant,ESTJ,138.0,19.0,10
EMP100690,85,77,CD,Conscientious-Dominant,ENTJ,,24.0,10
EMP100691,85,38,SC,Steadiness-Conscientious,INTP,,,2
EMP100692,40,35,SI,Steadiness-Influencer,INFP,136.0,32.0,5
EMP100693,49,38,CS,Conscientious-Steadiness,ENFP,130.0,22.0,3
EMP100694,97,60,CI,Conscientious-Influencer,ESTP,116.0,43.0,2
EMP100695,50,21,CS,Conscientious-Steadiness,ESFJ,86.0,26.0,10
EMP100696,57,72,IC,Influencer-Conscientious,ISFJ,,,2
EMP100697,21,99,DI,Dominant-Influencer,ESFP,134.0,32.0,5
EMP100698,33,57,IS,Influencer-Steadiness,,125.0,23.0,1
EMP100699,29,58,IC,Influencer-Conscientious,INFJ,123.0,32.0,6
EMP100700,30,45,CD,Conscientious-Dominant,ENFP,94.0,15.0,6
EMP100701,33,59,SC,Steadiness-Conscientious,ENFP,132.0,23.0,3
EMP100702,84,68,IC,Influencer-Conscientious,ESFJ,80.0,27.0,3
EMP100703,24,67,DC,Dominant-Conscientious,ENFP,,22.0,8
EMP100704,61,95,CD,Conscientious-Dominant,ISFP,127.0,27.0,2
EMP100705,53,91,DC,Dominant-Conscientious,ENFP,115.0,22.0,5
EMP100706,98,92,DS,Dominant-Steadiness,ISTP,107.0,28.0,7
EMP100707,64,86,,Conscientious-Dominant,INTP,105.0,27.0,7
EMP100708,95,67,CS,Conscientious-Steadiness,ENTJ,92.0,22.0,6
EMP100709,72,20,SC,Steadiness-Conscientious,ISFJ,121.0,33.0,1
EMP100710,89,97,DI,Dominant-Influencer,ESTP,80.0,22.0,3
EMP100711,91,73,SC,Steadiness-Conscientious,ENTJ,133.0,32.0,1
EMP100712,75,38,SI,Steadiness-Influencer,ESFP,,,8
EMP100713,70,67,SC,Steadiness-Conscientious,ISTP,88.0,23.0,5
EMP100714,76,72,ID,Influencer-Dominant,ISTJ,119.0,23.0,3
EMP100715,32,30,CI,Conscientious-Influencer,INFP,84.0,26.0,10
EMP100716,56,50,CI,Conscientious-Influencer,ENTP,,,8
EMP100717,92,33,CI,Conscientious-Influencer,INTJ,86.0,41.0,8
EMP100718,39,95,CD,Conscientious-Dominant,ESTJ,104.0,34.0,1
EMP100719,71,29,CS,Conscientious-Steadiness,INTP,,,3
EMP100720,32,63,SD,Steadiness-Dominant,ISFJ,107.0,28.0,5
EMP100721,85,21,CS,Conscientious-Steadiness,enfp,,,7
EMP100722,42,99,CD,Conscientious-Dominant,,126.0,29.0,10
EMP100723,62,32,SD,Steadiness-Dominant,ISTP,89.0,34.0,1
EMP100724,90,62,SI,Steadiness-Influencer,ESTJ,117.0,26.0,7
EMP100725,71,65,IS,Influencer-Steadiness,,,,3
EMP100726,23,44,CD,Conscientious-Dominant,INTP,105.0,27.0,6
EMP100727,54,38,IS,Influencer-Steadiness,ENFJ,110.0,19.0,6
EMP100728,89,28,IS,Influencer-Steadiness,ENTP,103.0,17.0,7
EMP100729,31,97,DC,Dominant-Conscientious,ESTJ,,29.0,5
EMP100730,78,64,SI,Steadiness-Influencer,INFP,94.0,24.0,1
EMP100731,58,80,CD,Conscientious-Dominant,ESTP,102.0,20.0,5
EMP100732,48,84,CD,Conscientious-Dominant,ENTJ,121.0,24.0,9
EMP100733,83,23,SD,Steadiness-Dominant,ESTP,116.0,26.0,2
EMP100734,93,52,SC,Steadiness-Conscientious,ENFJ,94.0,18.0,10
EMP100735,49,80,CS,Conscientious-Steadiness,ESTP,136.0,21.0,7
EMP100736,56,30,ID,Influencer-Dominant,ISFP,120.0,26.0,7
EMP100737,84,47,CD,Conscientious-Dominant,ESFP,,,8
EMP100738,73,85,SI,Steadiness-Influencer,INFP,140.0,29.0,10
EMP100739,78,72,ID,Influencer-Dominant,ESTP,,29.0,3
